title,product_link,price,rating,review_count,delivery,stock_status,sponsored
N/A,N/A,$59.20,4.7,15,"Thu, 16 Jan",In Stock,False
N/A,N/A,$34.95,4.6,"3,383","Fri, 10 Jan",In Stock,False
N/A,N/A,$45.99,4.2,406,"Fri, 10 Jan",In Stock,False
N/A,N/A,$16.95,4.2,634,"Fri, 10 Jan",In Stock,False
N/A,N/A,$14.95,4.2,"21,147","Wed, 15 Jan",In Stock,False
N/A,N/A,$24.99,4.6,150,"Fri, 10 Jan",In Stock,False
N/A,N/A,$28.99,N/A,0,"Fri, 10 Jan",In Stock,False
N/A,N/A,$16.95,4.3,"3,874","Fri, 10 Jan",In Stock,False
N/A,N/A,$14.99,4.0,"11,723","Fri, 10 Jan",In Stock,False
N/A,N/A,$19.00,4.5,432,"Fri, 10 Jan",In Stock,False
N/A,N/A,$19.95,4.2,"1,712","Fri, 10 Jan",In Stock,False
N/A,N/A,$31.99,4.5,"2,926","Fri, 10 Jan",In Stock,False
N/A,N/A,$61.95,4.6,10,,In Stock,False
N/A,N/A,$10.38,N/A,0,"Fri, 10 Jan",In Stock,False
N/A,N/A,$25.99,4.2,"21,147","Wed, 15 Jan",In Stock,False
N/A,N/A,$17.95,4.3,"3,874","Fri, 10 Jan",In Stock,False
N/A,N/A,$23.99,4.6,150,"Fri, 10 Jan",In Stock,False
N/A,N/A,$21.95,4.2,"1,712","Fri, 10 Jan",In Stock,False
N/A,N/A,$23.95,4.4,908,,In Stock,False
N/A,N/A,$43.99,4.7,"1,329","Fri, 10 Jan",In Stock,False
N/A,N/A,$12.95,4.2,110,"Fri, 10 Jan",In Stock,False
N/A,N/A,$24.99,5.0,2,"Fri, 10 Jan",Only 1 left in stock.,False
N/A,N/A,$32.99,4.5,48,"Fri, 10 Jan",Only 2 left in stock.,False
N/A,N/A,"$1,894.00",5.0,2,"Wed, 15 Jan",Only 3 left in stock.,True
N/A,N/A,"$2,894.00",4.9,54,"Wed, 15 Jan",Only 2 left in stock.,True
N/A,N/A,"$4,394.00",5.0,4,"Fri, 10 Jan",Only 3 left in stock.,True
N/A,N/A,"$4,408.00",4.8,7,"Fri, 10 Jan",In Stock,True
N/A,N/A,$25.99,4.2,"21,147","Wed, 15 Jan",In Stock,False
N/A,N/A,$23.99,4.6,150,"Fri, 10 Jan",In Stock,False
N/A,N/A,$22.95,4.3,62,"Fri, 10 Jan",In Stock,False
N/A,N/A,$42.99,4.8,9,"Wed, 15 Jan",Only 4 left in stock.,False
N/A,N/A,$55.95,4.4,416,"Thu, 16 Jan",In Stock,False
N/A,N/A,$87.02,3.9,116,"Thu, 16 Jan",In Stock,False
N/A,N/A,$27.99,4.0,"1,929","Fri, 10 Jan",Only 1 left in stock.,False
N/A,N/A,$36.99,4.7,7,"Fri, 10 Jan",In Stock,False
N/A,N/A,$22.99,3.9,"1,207","Fri, 10 Jan",In Stock,False
N/A,N/A,$19.95,4.3,"3,874","Fri, 10 Jan",In Stock,False
N/A,N/A,$25.99,4.2,"21,147","Fri, 10 Jan",Only 5 left in stock.,False
N/A,N/A,$32.99,4.5,48,"Fri, 10 Jan",Only 2 left in stock.,False
N/A,N/A,$29.99,4.0,26,"Wed, 15 Jan",Only 5 left in stock.,False
N/A,N/A,$22.95,4.5,10,"Fri, 10 Jan",In Stock,False
N/A,N/A,$16.95,4.3,777,"Fri, 10 Jan",In Stock,False
N/A,N/A,$27.99,4.0,26,"Wed, 15 Jan",In Stock,False
N/A,N/A,"$1,297.00",5.0,6,,In Stock,True
N/A,N/A,"$2,156.00",4.8,64,"Fri, 10 Jan",Only 4 left in stock.,True
N/A,N/A,"$2,599.00",4.7,54,"Wed, 15 Jan",Only 2 left in stock.,True
N/A,N/A,"$2,199.00",5.0,2,"Fri, 10 Jan",In Stock,True
N/A,N/A,$68.56,4.6,10,"Thu, 16 Jan",In Stock,False
N/A,N/A,$74.00,4.2,183,"Fri, 10 Jan",Only 5 left in stock.,False
N/A,N/A,$31.44,4.3,374,"Sat, 18 Jan",Only 3 left in stock.,False
N/A,N/A,$24.99,4.4,885,"Fri, 10 Jan",In Stock,False
N/A,N/A,$24.99,5.0,2,"Fri, 10 Jan",Only 1 left in stock.,False
N/A,N/A,$32.99,4.0,33,"Fri, 10 Jan",In Stock,False
N/A,N/A,$23.99,4.4,17,"Fri, 10 Jan",Only 4 left in stock.,False
N/A,N/A,$46.99,5.0,9,"Fri, 10 Jan",Only 2 left in stock.,False
N/A,N/A,$33.17,4.6,74,"Thu, 16 Jan",In Stock,False
N/A,N/A,$60.60,4.6,8,"Thu, 16 Jan",In Stock,False
N/A,N/A,$52.99,4.3,37,"Fri, 10 Jan",Only 4 left in stock.,False
N/A,N/A,$65.06,4.5,985,"Thu, 16 Jan",In Stock,False
N/A,N/A,$27.99,4.7,"39,795","Fri, 10 Jan",In Stock,False
N/A,N/A,$13.95,4.2,14,"Fri, 10 Jan",In Stock,False
N/A,N/A,$39.99,4.6,716,N/A,In Stock,False
N/A,N/A,$35.99,3.9,5,"Fri, 10 Jan",In Stock,False
N/A,N/A,$25.14,4.3,"3,711","Thu, 16 Jan",In Stock,False
N/A,N/A,$33.99,5.0,2,"Fri, 10 Jan",In Stock,False
N/A,N/A,$35.37,4.7,227,N/A,In Stock,False
N/A,N/A,$48.99,4.1,20,"Fri, 10 Jan",In Stock,False
N/A,N/A,$104.99,4.3,113,"Fri, 10 Jan",In Stock,False
N/A,N/A,$99.99,4.1,266,"Fri, 10 Jan",In Stock,False
N/A,N/A,$44.18,3.9,222,"Thu, 16 Jan",In Stock,False
N/A,N/A,$33.88,4.0,1,"Fri, 10 Jan",In Stock,False
N/A,N/A,$250.78,4.1,887,"Wed, 15 Jan",In Stock,False
N/A,N/A,$74.51,4.6,286,"Thu, 16 Jan",In Stock,False
N/A,N/A,$87.99,4.6,277,"Fri, 10 Jan",In Stock,False
N/A,N/A,$31.34,3.8,10,"Fri, 10 Jan",In Stock,False
N/A,N/A,$99.99,4.6,130,"Fri, 10 Jan",In Stock,False
N/A,N/A,$50.99,4.6,317,"Fri, 10 Jan",In Stock,False
N/A,N/A,$24.63,N/A,0,"Fri, 17 Jan",Only 1 left in stock.,False
N/A,N/A,$61.56,4.7,10,"Thu, 16 Jan",In Stock,False
